id,user_id,map_name,map_number,duration_seconds,consumptions,max_health_end,damage_received,death_type,decision,completed,played_at
6d28c188-e9ab-4977-bd32-1e6ce58aa7bd,a5049d09-4999-4577-bc1d-b67d725fe1bc,Calle Vacía,1,526,5,69,43,,,true,2026-03-27T04:05:43.714817+00:00
d224f370-c44c-4624-b02f-9088b2ef4214,a5049d09-4999-4577-bc1d-b67d725fe1bc,Habitación,2,362,1,13,95,sobredosis,,true,2026-03-27T15:17:55.663584+00:00
85e45e70-06d1-4b3e-a745-6ec72f4aa497,a5049d09-4999-4577-bc1d-b67d725fe1bc,Habitación,2,540,0,58,58,,,true,2026-03-28T08:19:00.094468+00:00
84e9fb6b-9f27-4819-932b-7f4585244600,a5049d09-4999-4577-bc1d-b67d725fe1bc,Hospital,3,454,1,14,6,colapso,,true,2026-03-28T11:03:48.377541+00:00
761717c8-6a89-46bc-a036-7da306095768,a5049d09-4999-4577-bc1d-b67d725fe1bc,Habitación,2,506,3,93,90,,,true,2026-04-01T07:15:17.584165+00:00
a3dfef9b-c53b-4af7-bb05-c38ff6f8036b,a5049d09-4999-4577-bc1d-b67d725fe1bc,Calle Vacía,1,417,5,18,22,abstinencia,,true,2026-04-06T23:59:15.670381+00:00
625d94b2-b24f-4bff-aa4d-949a6736b1c8,a5049d09-4999-4577-bc1d-b67d725fe1bc,Habitación,2,150,3,5,93,caidas,,true,2026-04-07T03:28:51.904952+00:00
5da9d27c-ea4e-4159-96a1-803d682f53a4,a5049d09-4999-4577-bc1d-b67d725fe1bc,Habitación,2,407,3,86,20,,,true,2026-04-15T02:17:07.66347+00:00
02f8c359-c3c6-4ff3-bd93-2986f189f8e1,9096837f-2c40-4ce5-b071-8de36c839476,Calle Vacía,1,580,3,12,54,colapso,,true,2026-07-07T00:31:00+00:00
f7227fee-6401-40be-b4ca-35fd4228f50a,9096837f-2c40-4ce5-b071-8de36c839476,Calle Vacía,1,186,2,7,3,abstinencia,,true,2026-07-15T06:42:06.886335+00:00
ba222fa6-b925-4444-8f73-d4206afcf4bb,9096837f-2c40-4ce5-b071-8de36c839476,Habitación,2,318,3,12,34,colapso,,true,2026-07-23T04:21:16.568949+00:00
aa9a3edc-c264-4b8b-9cdb-f6bbe7884f42,9096837f-2c40-4ce5-b071-8de36c839476,Habitación,2,398,0,50,40,,,true,2026-07-27T02:44:08.973548+00:00
c5b458ae-37fe-4471-a491-b6cff0742e4f,9096837f-2c40-4ce5-b071-8de36c839476,Callejón,4,307,4,8,91,abstinencia,,true,2026-07-31T08:06:05.457198+00:00
cc819a07-5632-4d78-a51f-3a9cf559326b,9096837f-2c40-4ce5-b071-8de36c839476,Hospital,3,114,5,14,57,enemigos,,true,2026-08-01T09:54:49.470067+00:00
4f04fb1b-8c4e-468e-b8bf-01d0a9c6ffd7,9096837f-2c40-4ce5-b071-8de36c839476,Calle Vacía,1,441,0,29,84,colapso,,true,2026-08-10T17:37:29.097895+00:00
28f37850-a97e-49c2-82be-fd6fb00efd3b,9096837f-2c40-4ce5-b071-8de36c839476,Calle Vacía,1,139,2,98,11,,,true,2026-08-10T17:45:34.12897+00:00
aa06c01d-df42-4791-929d-9db1ac6f5086,9096837f-2c40-4ce5-b071-8de36c839476,Habitación,2,411,5,4,19,sobredosis,,true,2026-08-11T17:16:30.970339+00:00
c4e984d9-5c46-45e4-964d-20f9f73450b4,9096837f-2c40-4ce5-b071-8de36c839476,Calle Vacía,1,400,5,86,94,,,true,2026-08-14T23:43:44.463707+00:00
b4eb7a43-4950-4950-a4f8-ee449eb83cec,8caa91ce-762c-47d0-9e96-4483fa3f5890,Hospital,3,266,1,6,46,caidas,,true,2024-12-29T02:13:00+00:00
31dcb781-d5dd-4eed-9701-599addc3bd72,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,542,2,17,82,sobredosis,,true,2024-12-31T15:29:46.97381+00:00
5a3ef64a-f1ea-4496-b547-620d7ad40a70,8caa91ce-762c-47d0-9e96-4483fa3f5890,Callejón,4,465,1,11,31,colapso,,true,2025-01-06T16:14:45.762332+00:00
82748f65-1c96-4f61-9b38-0920c871652e,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,555,3,57,36,,,true,2025-01-11T21:17:33.094984+00:00
19c7d2c5-ad57-412d-a2bc-cceb42a425df,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,487,1,83,69,,,true,2025-01-12T00:39:36.010224+00:00
f80fd052-9954-40c3-9a2e-55d667e5dfd8,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,243,0,9,42,abstinencia,,true,2025-01-15T21:20:19.060173+00:00
2223ce1e-a009-40c3-bac3-27463a18943c,8caa91ce-762c-47d0-9e96-4483fa3f5890,Callejón,4,502,1,99,72,,,true,2025-01-16T05:05:27.574901+00:00
696c78d5-4bfd-45f2-b7b1-d3b18c0b54ad,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,416,5,1,16,enemigos,,true,2025-01-18T18:44:11.208711+00:00
67b81f12-ec7a-46e5-b49e-44e6bb6eb3dd,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,84,4,90,83,,,true,2025-01-19T11:25:18.753177+00:00
6d1bfeaa-69c0-480d-860b-18ef0146c7f1,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,169,0,10,58,abstinencia,,true,2025-01-21T04:50:02.294907+00:00
4865c7e4-e76c-41cd-b28a-03d55843b3d0,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,418,1,56,79,,,true,2025-01-21T12:16:00.955893+00:00
906cb3f3-3302-4f65-9eb0-89ff218ad44d,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,209,5,19,32,enemigos,,true,2025-01-23T00:55:44.584575+00:00
d5065b88-61e0-4c81-86d3-0cd638eaaece,8caa91ce-762c-47d0-9e96-4483fa3f5890,Recuerdo,6,201,2,24,92,caidas,,true,2025-01-23T16:59:12.413693+00:00
99e1110c-2226-450b-b410-ed60575801ab,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,252,5,43,15,,,true,2025-01-26T02:18:48.933858+00:00
9567a0b7-fd1f-4791-bc15-4cf4a5f5c5ad,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,87,4,89,55,,,true,2025-01-28T00:22:30.021145+00:00
37cac969-bfab-416c-ae09-7f1420256c0e,8caa91ce-762c-47d0-9e96-4483fa3f5890,Callejón,4,195,2,68,85,,,true,2025-01-30T07:30:43.436315+00:00
9a7f6774-351c-41e6-9524-4efef30a8e56,8caa91ce-762c-47d0-9e96-4483fa3f5890,Callejón,4,371,2,13,28,colapso,,true,2025-02-01T02:16:40.873365+00:00
83594491-239c-49e3-bb33-4fc319052c3b,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,127,5,5,39,caidas,,true,2025-02-02T19:49:02.198561+00:00
a0a75712-79ec-47c5-8f80-f4ccd8449854,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,393,3,42,95,,,true,2025-02-06T06:45:46.542028+00:00
e1aefda2-c29d-4c26-8244-6c41653f563d,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,458,5,29,65,sobredosis,,true,2025-02-09T05:58:48.980115+00:00
dc6e5cba-11b6-42bb-a419-b05f16f8c21c,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,371,1,13,56,caidas,,true,2025-02-12T07:09:40.831506+00:00
9a987e0f-6e61-41db-b2c4-744dff63d3c4,8caa91ce-762c-47d0-9e96-4483fa3f5890,Recuerdo,6,291,2,60,73,,,true,2025-02-13T10:26:17.898288+00:00
d0a77af9-eb4b-4a27-aafa-1cc959152099,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,285,0,6,25,caidas,,true,2025-02-15T12:04:59.89698+00:00
769232f4-46b7-4a93-b9ae-cc5b7e2fd298,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,106,1,61,73,,,true,2025-02-17T11:04:01.306241+00:00
fdf1d4b3-50ee-4870-9003-85e0e69e296e,8caa91ce-762c-47d0-9e96-4483fa3f5890,Calle Vacía,1,552,0,25,99,sobredosis,,true,2025-02-19T16:09:10.862764+00:00
567a79a8-1794-4dbb-8dc8-08dd495db25c,8caa91ce-762c-47d0-9e96-4483fa3f5890,Callejón,4,121,0,55,83,,,true,2025-02-19T20:07:14.516178+00:00
c7a40e2f-19b8-42fb-b39d-717ee120b36d,8caa91ce-762c-47d0-9e96-4483fa3f5890,Habitación,2,464,2,69,54,,,true,2025-02-22T23:45:25.755438+00:00
b9a1639b-c091-4245-b644-95c178a13b9a,8caa91ce-762c-47d0-9e96-4483fa3f5890,Callejón,4,367,1,27,75,sobredosis,,true,2025-02-26T14:22:20.471599+00:00
fe82dd89-5a1d-4648-89f6-885b766f38ee,8caa91ce-762c-47d0-9e96-4483fa3f5890,Callejón,4,312,4,81,45,,,true,2025-03-02T09:44:40.126421+00:00
7d4882ff-a934-4ae0-90b1-fb9a3a15a730,f6dff08a-5560-42bd-b839-670d20b9e001,Hospital,3,132,3,40,33,,,true,2025-04-04T10:30:00+00:00
537de353-9d75-4851-8fcf-324039a811b6,f6dff08a-5560-42bd-b839-670d20b9e001,Callejón,4,341,4,90,70,,,true,2025-04-07T11:02:05.391743+00:00
2390ca5a-ca1c-4bb1-a66b-d24d575287b7,f6dff08a-5560-42bd-b839-670d20b9e001,Calle Vacía,1,475,2,69,96,,,true,2025-04-07T15:10:18.961807+00:00
8e9b17f5-3cf7-47ea-bd65-dbed5abcbe5f,f6dff08a-5560-42bd-b839-670d20b9e001,Calle Vacía,1,165,1,11,88,colapso,,true,2025-04-07T17:43:44.987997+00:00
15498289-da2f-4aa6-bc91-794859b25c07,f6dff08a-5560-42bd-b839-670d20b9e001,Calle Vacía,1,479,0,21,4,colapso,,true,2025-04-08T13:36:16.335959+00:00
d016f73c-f8ea-4d89-9db8-dab1b866f1e9,f6dff08a-5560-42bd-b839-670d20b9e001,Calle Vacía,1,373,3,3,52,abstinencia,,true,2025-04-10T11:37:02.265651+00:00
516ae5dd-a3e1-40f5-9f7b-64473f4fb9fc,f6dff08a-5560-42bd-b839-670d20b9e001,Habitación,2,253,4,19,21,colapso,,true,2025-04-10T15:05:37.855235+00:00
54b61ac7-ee2b-483e-8f0b-d4ab250e23a4,f6dff08a-5560-42bd-b839-670d20b9e001,Calle Vacía,1,320,0,21,73,enemigos,,true,2025-04-17T13:19:18.793577+00:00
e9f68732-5141-4aba-98a9-8ffb5ab6fb25,b706bfba-98ea-462e-9810-366d38d5b986,Recuerdo,6,396,4,54,51,,,true,2025-05-27T03:24:00+00:00
5b8b59da-a102-428b-9550-d3619e736355,b706bfba-98ea-462e-9810-366d38d5b986,Hospital,3,150,0,40,10,,,true,2025-06-02T13:38:50.808889+00:00
fe1ad34d-0b2b-4a36-99c4-603ff7e4e880,b706bfba-98ea-462e-9810-366d38d5b986,Habitación,2,394,5,59,84,,,true,2025-06-07T12:20:31.543403+00:00
2bdcb38b-0c84-4b67-a932-24edaa387c62,b706bfba-98ea-462e-9810-366d38d5b986,Calle Vacía,1,254,2,73,91,,,true,2025-06-15T01:05:15.654132+00:00
d7bb5765-c4aa-42de-a4d1-9c49feaf0310,b706bfba-98ea-462e-9810-366d38d5b986,Habitación,2,469,3,27,62,colapso,,true,2025-06-15T15:16:29.525959+00:00
cb9165fc-aa0d-4163-9d02-6420c795de93,b706bfba-98ea-462e-9810-366d38d5b986,Recuerdo,6,216,3,22,42,abstinencia,,true,2025-06-22T16:56:44.035651+00:00
30966b0d-805f-4ed1-9cce-e0cebe4c9e16,b706bfba-98ea-462e-9810-366d38d5b986,Calle Vacía,1,487,3,19,80,abstinencia,,true,2025-06-26T22:48:42.39451+00:00
15531a9f-e4d8-4cd3-b1e1-2d842c639d3b,b706bfba-98ea-462e-9810-366d38d5b986,Refugio,5,368,0,4,26,abstinencia,,true,2025-07-04T21:15:18.554825+00:00
8953e389-071e-44ad-a449-058ee33fd9f2,b706bfba-98ea-462e-9810-366d38d5b986,Hospital,3,213,5,81,57,,,true,2025-07-12T08:16:27.962827+00:00
239e488f-3fad-4d9d-9376-59d209cc5730,b706bfba-98ea-462e-9810-366d38d5b986,Calle Vacía,1,191,5,74,12,,,true,2025-07-14T02:07:19.67818+00:00
9b0d4353-fb83-45a7-b64f-971c389d45ff,b706bfba-98ea-462e-9810-366d38d5b986,Habitación,2,160,2,18,50,caidas,,true,2025-07-17T07:49:16.624701+00:00
3086d2fd-add4-4f56-a255-1ff119ace21e,b706bfba-98ea-462e-9810-366d38d5b986,Habitación,2,287,0,70,58,,,true,2025-07-17T18:59:29.487131+00:00
e1689458-f57a-4c0c-8064-baf5cb1d35e1,b706bfba-98ea-462e-9810-366d38d5b986,Hospital,3,81,3,12,39,caidas,,true,2025-07-20T17:42:59.360946+00:00
53b27a23-8297-49d6-b980-d7ed0095022e,b706bfba-98ea-462e-9810-366d38d5b986,Hospital,3,174,4,18,20,enemigos,,true,2025-07-26T04:39:53.297821+00:00
ca6c8aff-3eeb-410b-b00e-90e0f85488a0,0ea52491-3343-4415-8ee8-e2cfb2352b80,Calle Vacía,1,90,5,4,93,caidas,,true,2026-08-02T21:26:00+00:00
a3e7f1a6-1e93-4d85-b6d4-d422714fed1b,0ea52491-3343-4415-8ee8-e2cfb2352b80,Calle Vacía,1,455,0,26,87,abstinencia,,true,2026-08-03T20:58:10.957153+00:00
7241b54e-4547-46f4-a3db-081e97b24bfa,0ea52491-3343-4415-8ee8-e2cfb2352b80,Calle Vacía,1,521,1,21,52,colapso,,true,2026-08-13T12:21:40.618169+00:00
7e339f8a-0c50-414b-a735-b346e4d20ffd,0ea52491-3343-4415-8ee8-e2cfb2352b80,Hospital,3,454,5,53,21,,,true,2026-08-14T10:24:59.972553+00:00
d86e0d7c-4a7f-4d88-9cf9-9518b4ff5180,0ea52491-3343-4415-8ee8-e2cfb2352b80,Refugio,5,347,0,66,38,,,true,2026-08-15T22:29:40.863473+00:00
1a1955eb-ac39-4097-922c-2d70ce0c0d25,0ea52491-3343-4415-8ee8-e2cfb2352b80,Habitación,2,285,1,0,99,enemigos,,true,2026-08-16T10:43:11.268833+00:00
7e3d5568-0e43-4095-8a7e-2403f2b3f802,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Habitación,2,312,2,3,90,caidas,,true,2026-02-03T20:09:00+00:00
8b32c215-de43-4943-bd59-2e88099b6e64,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Calle Vacía,1,368,3,64,49,,,true,2026-02-09T09:47:36.895694+00:00
653da277-27f3-4101-b94c-abe8b8b810a0,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Calle Vacía,1,194,0,13,64,abstinencia,,true,2026-02-11T12:43:43.622873+00:00
991cf715-c490-4811-b732-91150f2c5e5c,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Calle Vacía,1,442,5,46,80,,,true,2026-02-12T18:08:38.725418+00:00
ebad0d00-bf51-41d8-b94b-14ddadd660c9,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Calle Vacía,1,334,1,10,70,sobredosis,,true,2026-02-13T03:24:26.713095+00:00
c58a6b37-99b3-49bb-98c8-6dada09419b5,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Callejón,4,297,1,58,91,,,true,2026-02-17T00:18:56.592714+00:00
063d4b96-8d59-4f6a-8bbd-65fd649756ef,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Habitación,2,171,2,64,92,,,true,2026-02-24T04:33:52.739117+00:00
ce70a4b2-f9ab-4ce7-a889-3d7ecf068683,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Habitación,2,196,4,44,24,,,true,2026-02-24T10:35:00.224896+00:00
9a1f3ffc-b0cd-4271-8177-d76fbf487248,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Habitación,2,455,0,28,56,caidas,,true,2026-03-01T20:00:31.856689+00:00
8ae5282d-3390-4d6d-a87b-73ec69c5b666,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Refugio,5,578,2,3,2,enemigos,,true,2026-03-11T10:23:04.229502+00:00
eaeba038-2f4d-4c33-917a-3ffbd12192ad,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Calle Vacía,1,151,4,57,65,,,true,2026-03-11T12:31:33.164524+00:00
618a57e5-dac5-4fb5-9741-b90aea8105a7,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Habitación,2,393,0,17,77,enemigos,,true,2026-03-11T15:15:40.3435+00:00
b6057935-ee16-48ef-9aa8-864e804864f4,c06c7b4f-fe1c-4f5a-b7ea-478432626cda,Callejón,4,387,4,27,5,abstinencia,,true,2026-03-16T06:12:36.637085+00:00
52d508a8-e450-4a65-b1ad-20bdeeef0fe7,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,447,1,100,20,,,true,2026-02-03T01:13:00+00:00
0be25789-6ea6-471d-9adc-702e507afaa9,a8c39533-1772-4c55-915e-d7d6d81acfb8,Callejón,4,528,2,70,29,,,true,2026-02-04T12:22:44.308133+00:00
37828c56-cbe2-4395-b9c4-6949b8f15b12,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,156,0,19,98,caidas,,true,2026-02-04T15:30:25.108493+00:00
da05f4cd-15c2-4619-9aea-d97fe0360ad1,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,305,0,18,16,abstinencia,,true,2026-02-06T09:02:02.221827+00:00
ab53caa6-ee88-49a0-99f4-0d2dbd9d3638,a8c39533-1772-4c55-915e-d7d6d81acfb8,Habitación,2,152,1,99,20,,,true,2026-02-07T08:55:47.749767+00:00
8574e4ee-f226-4193-9118-f2bcd1ee7c9a,a8c39533-1772-4c55-915e-d7d6d81acfb8,Callejón,4,518,1,43,58,,,true,2026-02-08T03:53:08.137319+00:00
1c21f09d-d061-40cc-9138-fefde274cac7,a8c39533-1772-4c55-915e-d7d6d81acfb8,Habitación,2,591,2,23,90,enemigos,,true,2026-02-10T16:16:49.864115+00:00
c0be40a7-7604-4e56-b03f-17d905ca724d,a8c39533-1772-4c55-915e-d7d6d81acfb8,Habitación,2,321,4,29,29,abstinencia,,true,2026-02-10T19:26:29.118542+00:00
99e98c93-a458-45cc-94cb-52e3cd421b76,a8c39533-1772-4c55-915e-d7d6d81acfb8,Habitación,2,502,1,79,52,,,true,2026-02-14T11:17:09.792272+00:00
34cfe089-3788-4273-8521-ec441bae6197,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,344,0,81,43,,,true,2026-02-17T08:42:15.234211+00:00
3264bb9a-e224-44c2-9933-6ed62e4ae88d,a8c39533-1772-4c55-915e-d7d6d81acfb8,Recuerdo,6,289,3,54,93,,,true,2026-02-19T00:20:11.933531+00:00
10704cd8-7a52-4b8e-889f-8acfad24505a,a8c39533-1772-4c55-915e-d7d6d81acfb8,Recuerdo,6,140,0,1,30,caidas,,true,2026-02-22T21:29:13.543777+00:00
ead22820-567a-44ae-8aa6-b51f12fd590f,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,334,1,15,29,sobredosis,,true,2026-02-23T18:21:38.808718+00:00
cdae4027-7c3c-410a-af88-57a89386c619,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,586,0,76,41,,,true,2026-02-23T22:23:39.020385+00:00
2a924609-8912-4232-8963-36304a8a77f2,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,407,3,61,32,,,true,2026-02-24T00:16:32.524222+00:00
9e2d04ec-7c13-48d3-b451-7b23a227cc36,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,216,0,62,14,,,true,2026-02-24T00:50:11.691911+00:00
9672f629-d894-4de3-81ee-7896ff180cb2,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,243,4,11,40,abstinencia,,true,2026-02-27T10:24:38.468037+00:00
6b9f9578-1821-4130-814f-2c5ba731fa93,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,362,4,84,27,,,true,2026-02-28T21:44:51.398579+00:00
72cbae4f-d712-44d9-91c0-cad3d903323a,a8c39533-1772-4c55-915e-d7d6d81acfb8,Calle Vacía,1,105,4,4,53,abstinencia,,true,2026-03-01T19:49:34.423672+00:00
f66f8367-5f46-4769-beba-f7433a82dd5e,a8c39533-1772-4c55-915e-d7d6d81acfb8,Callejón,4,152,2,51,16,,,true,2026-03-02T00:56:04.432266+00:00
