id,user_id,map_name,map_number,duration_seconds,consumptions,max_health_end,damage_received,death_type,decision,completed,played_at
29bcfa74-9913-427f-97c9-a214862ba477,1f8bfaaa-790e-424c-bf99-07036b4ae8fe,Calle Vacía,1,386,4,16,99,enemigos,,True,2025-03-22 16:45:00+00:00
5a2f2c19-873b-4440-914c-0e32b48089af,b11b2fc3-b23c-4d96-a1ca-fb8b55dc420b,Calle Vacía,1,263,5,2,23,caidas,,True,2026-08-06 10:48:00+00:00
bcf3c937-0662-4859-9595-16676fcdd06c,ee293ea8-514a-45dc-bc60-b7a9f1d4f7ea,Recuerdo,6,280,1,51,35,,,True,2025-08-29 12:22:00+00:00
1f5b9e35-5bf1-45b1-af11-2ebc8dafc1bd,5fe07bcb-22eb-4373-ac39-a7e863dfa01a,Callejón,4,136,2,3,99,sobredosis,,True,2025-05-10 01:21:00+00:00
02d3f497-c94f-41f9-8658-e8ef0b67c02c,a2ef248c-2060-4446-9ad8-93ace53670cd,Habitación,2,311,2,23,88,abstinencia,,True,2026-02-22 00:53:00+00:00
4f372924-0fd1-4abb-9027-33366f07b2f7,0b7ea584-637f-4362-8e0b-cbcf0a4b2753,Calle Vacía,1,550,0,13,12,abstinencia,,True,2025-01-25 01:04:00+00:00
3006430e-b47a-409d-a65a-1a63d10855d2,94f87288-873a-4d78-a687-2773cdf1b6c3,Calle Vacía,1,268,1,75,76,,,True,2026-01-28 16:11:00+00:00
c5a84580-77a3-48b5-b12b-8d7e99a45a61,f4ee8516-bf42-4368-b32d-b80d84a4d861,Callejón,4,77,4,48,27,,,True,2025-08-03 23:38:00+00:00
2ec44f46-ed72-445d-a86a-c98c781ba1a0,9db63199-f1eb-4d6d-9f63-3175ad0f6ba0,Habitación,2,252,0,4,10,abstinencia,,True,2026-02-18 21:45:00+00:00
1cb103fa-e991-4fb3-844c-b488e06d2557,b9a119cf-072c-4f8b-abe4-79598f25884a,Calle Vacía,1,573,0,11,89,abstinencia,,True,2024-10-06 14:42:00+00:00
c87c8a4b-b193-49b1-bb46-769da0b7e56d,38eae0d4-172b-4bf0-83f2-0876dbceb7b8,Habitación,2,97,4,2,42,caidas,,True,2025-09-17 19:51:00+00:00
3fe2a5a2-8d6d-445e-85d0-2e4af5412e4e,2e8d4469-375e-40c5-b9a1-29b4a2375396,Calle Vacía,1,258,1,3,75,abstinencia,,True,2025-02-25 18:42:00+00:00
a6a8074b-5333-4032-bd26-1532527f5422,87aac389-d0a5-4ee4-b910-b9f05b6ca009,Calle Vacía,1,484,2,44,76,,,True,2025-04-11 21:41:00+00:00
00e2fe3e-b36c-44fa-82fb-cf1430a48632,7ca4b828-ff24-4bd0-b34c-63acf835596f,Calle Vacía,1,358,1,8,71,sobredosis,,True,2025-02-07 20:11:00+00:00
b846e1c6-a8ef-4c7c-b769-a38723d8413d,60b6b4d0-8af7-466b-8128-cf51900ecd73,Hospital,3,315,5,4,54,sobredosis,,True,2025-02-16 00:55:00+00:00
e5055ab6-cf2e-438c-baa6-7b50c745bc89,5e4915cb-1577-4101-a7c5-741e869e7557,Habitación,2,223,1,94,99,,,True,2026-02-08 11:56:00+00:00
ba834f40-e170-4291-b2f5-44b72df09f8c,bf681a36-7b4f-422d-a800-2aef542310c0,Habitación,2,200,1,84,71,,,True,2026-03-25 21:46:00+00:00
2d54dc5e-fc4c-4c29-ae3e-d60e2fa56267,24857cf1-611d-469e-8d21-59de84ae8907,Hospital,3,351,5,89,16,,,True,2025-10-18 12:18:00+00:00
898097ab-8b75-4aa1-a3f1-e658df4a1ee7,bcfa8eab-b295-4197-bf81-8f80cae0a219,Habitación,2,493,4,79,28,,,True,2026-01-17 00:02:00+00:00
7999f419-b696-4f99-963e-56d808c67787,4e1829f4-7bc3-4475-a941-150a75c43ab9,Habitación,2,227,2,20,98,enemigos,,True,2026-01-12 02:32:00+00:00
cfaeb6da-5061-45af-b018-b76a7150c787,a8e4fb50-f4ef-4f25-877d-5dc3aa9f5dd8,Calle Vacía,1,167,1,74,46,,,True,2025-08-15 23:42:00+00:00
178dbde7-0c53-449e-9f32-26c5fbdaaf3c,06ea5365-2be6-48a6-bacc-f0a2927bf2fd,Habitación,2,419,3,42,15,,,True,2026-06-04 00:12:00+00:00
b3ac3c47-a13f-4cdc-b885-eba5f0559e6f,e2d7f549-0141-4b94-a11d-eccb229486ba,Hospital,3,278,3,27,14,caidas,,True,2025-10-29 17:18:00+00:00
5d67f6d7-c438-4203-89c1-2cf58721ee06,e15c891e-9dad-42f1-bb31-e1cf26ff3c30,Hospital,3,560,1,24,7,caidas,,True,2025-03-02 15:13:00+00:00
308c4c27-d971-402c-b74f-91f0d16dca4d,b68073df-78af-4be4-915b-d2963a578e3b,Habitación,2,81,5,2,99,colapso,,True,2024-10-16 14:44:00+00:00
4e264e61-873c-4dd2-bf91-6e3b90bc47ff,a34c3992-63b7-46e2-9c8a-fe80bd52f4dc,Calle Vacía,1,568,1,61,12,,,True,2025-03-19 12:44:00+00:00
d85afbbb-882a-4d5a-ab9f-bf3e7fa2b1d4,181ef57d-9cae-4f48-9e8c-45e1c6898cb4,Calle Vacía,1,401,4,5,41,caidas,,True,2025-12-12 00:28:00+00:00
c1e06391-7dd7-44d4-a9be-e7ac2cd4fbf8,50f33800-a547-4b2e-9df1-07d5c299a766,Habitación,2,208,0,10,11,abstinencia,,True,2026-01-27 12:54:00+00:00
05980ceb-bd2c-4d0e-b4d9-143313f9d52b,3f25933b-4405-4fd8-b071-2b00376f76d6,Hospital,3,132,4,8,37,caidas,,True,2025-11-02 14:30:00+00:00
6ca1fb9a-2daa-41ac-80fd-fc88874fc05f,c0e4e6ce-a5d2-47b2-9ad0-8d29e8d5a27e,Hospital,3,366,4,87,32,,,True,2025-01-25 00:49:00+00:00
3fd53508-2899-4d8a-8c60-8fed4b086ced,41941911-2e41-4200-a08b-b58ed55873cc,Callejón,4,135,1,29,12,enemigos,,True,2024-08-12 22:54:00+00:00
c3f1e31f-403e-4b57-8f15-f6fbe6fe12dc,a2231adf-2712-46e1-8c9b-6230db5d256c,Calle Vacía,1,415,5,95,63,,,True,2026-07-05 20:55:00+00:00
44dab608-9184-4be9-b934-336b2ee7eeb7,a973de83-b5bd-4e25-b63f-1ddbf7d11393,Calle Vacía,1,139,3,20,60,abstinencia,,True,2025-03-21 23:00:00+00:00
c534a49b-5a43-4c54-977a-a152da328dfc,ffddbea3-4fc0-4d4c-a585-45d7d02c0f08,Recuerdo,6,93,2,4,94,caidas,,True,2026-06-12 23:37:00+00:00
f55f3245-c40c-434b-9511-c5e585db5cd9,eb0b24b1-9890-49b3-8373-4241db5a5dca,Callejón,4,139,5,13,86,caidas,,True,2026-03-29 13:55:00+00:00
95cf5a81-dd44-413c-af2f-ecd7cf7428be,14d7d1fc-0700-4c4f-a1c9-e9099f97c24e,Hospital,3,193,0,7,12,caidas,,True,2025-10-11 11:49:00+00:00
73056f2a-7835-41ae-85c4-00722ddc5807,95c17ebb-4a1a-4ef1-94ec-1ca742449910,Calle Vacía,1,378,3,45,52,,,True,2026-01-09 18:28:00+00:00
1d25c3d6-30d4-4ba6-9811-694e6058a66f,6f05024b-2d8a-49fd-a703-3f7487b8ba1e,Calle Vacía,1,427,3,2,13,enemigos,,True,2025-01-09 22:18:00+00:00
04cd9c22-cf2a-4466-affd-75948ecf8a0c,64401273-6db2-4fad-9ab8-b3e86f138711,Hospital,3,281,1,25,66,enemigos,,True,2025-10-10 21:19:00+00:00
7284be6e-1354-4170-816c-295cd3b21f77,47807dbb-039b-4ee9-9fa3-564874ceee97,Calle Vacía,1,305,1,72,23,,,True,2026-02-10 23:10:00+00:00
ccfbbef1-d660-43f5-9c41-3c806f23c70e,a5aef223-984a-4675-bbfa-588df65ccaf9,Calle Vacía,1,317,5,45,37,,,True,2026-02-10 10:37:00+00:00
b29c3ef5-ea81-4adb-ac22-5a38558dfcc8,d0592d6c-1ab6-46e6-99a5-c5001d0c3972,Refugio,5,490,5,4,11,colapso,,True,2025-03-24 14:57:00+00:00
a46f4f90-ebb0-4648-b883-05faa42f5245,16a0d290-21cf-44a6-9303-116369d49a4d,Calle Vacía,1,355,2,98,51,,,True,2026-02-08 10:49:00+00:00
d3d69560-c819-4b14-9e05-aeedec33e114,7d7b0052-e043-4b7b-b594-f58800d4f3b9,Habitación,2,272,4,15,9,abstinencia,,True,2026-08-03 20:24:00+00:00
2da2460b-a136-405e-9fa0-343285546164,b8d62b38-8753-4ba3-88ca-a1ae7fc1c38a,Hospital,3,122,2,54,55,,,True,2026-01-10 18:11:00+00:00
d38282e2-a148-4504-b5d1-a3a251492c1f,c585c846-5994-4adf-af4d-a533f2b24f35,Hospital,3,240,5,42,31,,,True,2025-09-09 11:34:00+00:00
d317d082-641b-458b-8ee7-4f61ea84692c,730c222f-510d-4bee-a2c9-9e2ebefb2f5f,Calle Vacía,1,452,2,2,75,colapso,,True,2025-09-16 21:43:00+00:00
00779871-7a42-43eb-8e4a-749415ee3409,6d24331f-080e-4e9c-aef9-06350168d566,Habitación,2,437,2,79,7,,,True,2025-09-11 12:33:00+00:00
289b7f0f-a46b-43f1-bc9b-972eb82aee9b,3a342104-573d-4de8-8407-991925cfe259,Calle Vacía,1,534,4,18,82,sobredosis,,True,2026-03-11 15:58:00+00:00
44d1d2a2-80c8-4767-ac75-e70118c9b0ac,95afddbe-14f0-4344-881d-f2afc0777d3d,Hospital,3,180,4,5,34,colapso,,True,2026-02-23 23:40:00+00:00
876a312f-e8b0-4dee-bdba-79d7600c4e08,254ce12f-c452-4b91-a77f-93f34cc43990,Calle Vacía,1,74,3,29,17,enemigos,,True,2025-06-15 21:17:00+00:00
0e5018cd-5324-4322-80e2-7af07be5ea03,d00a24be-d53f-49a8-ba8a-eec96de2fdfc,Hospital,3,505,5,67,60,,,True,2026-01-11 17:23:00+00:00
119abd29-1a16-4ff0-b2f4-6d9570765664,1e195fd6-23c3-4d0c-b173-4e71a02b0a73,Habitación,2,595,3,3,95,sobredosis,,True,2026-06-14 12:47:00+00:00
7bc7a02e-3739-4b46-8a84-8c75b117ec4b,4cb04f49-3e31-4544-877a-68125a146ea2,Calle Vacía,1,182,2,11,13,sobredosis,,True,2026-06-10 11:17:00+00:00
c3bd311e-fdab-4d88-87ff-788afcf7233c,4e3efe06-c29e-49b1-85b3-bda536f312f0,Hospital,3,555,0,11,16,colapso,,True,2025-08-11 21:15:00+00:00
ec35a948-e6f1-4cef-ae11-c7eafb370610,897d02c3-131d-45b4-83b0-d991ec413910,Calle Vacía,1,216,1,17,4,sobredosis,,True,2026-01-02 23:59:00+00:00
8661a8b5-ee9e-4015-96e2-5e2e41c22ddb,382a9455-ecd5-48c0-bc31-732abc8b2690,Hospital,3,249,2,99,88,,,True,2025-07-25 01:18:00+00:00
e3ef4dd2-69c8-4dbf-91d8-e693d502675e,2d51be33-fbbc-4c22-86cc-1cdb9411c43b,Habitación,2,208,1,2,85,colapso,,True,2025-07-27 03:21:00+00:00
3b28cc68-237e-4ec4-9b2f-3e85b26f0f59,28d64d8f-7d8f-4e26-95e3-33195f6e6675,Habitación,2,303,4,8,16,abstinencia,,True,2025-04-04 13:36:00+00:00
2f48721a-4166-4a1b-b4e5-a9f92888ea16,56ef1a43-d9bf-491a-b7fa-9ad42aeaa33a,Recuerdo,6,427,5,11,77,abstinencia,,True,2025-06-03 23:46:00+00:00
d495fcdf-687c-4aec-8491-a560d4018ff9,4d917db5-bc52-444e-bb9c-8415f7ad652a,Calle Vacía,1,282,2,11,56,colapso,,True,2026-06-12 23:22:00+00:00
e37ae613-10a1-4d22-a1de-f189e5c71bcd,df8bedb2-5e42-41a9-8ad6-abe335dd0f38,Hospital,3,507,5,11,65,colapso,,True,2026-08-02 02:45:00+00:00
71339663-8a91-4b53-b3c5-0a41500bc26c,c7f51a79-0e85-484a-aa68-43aac99bbdac,Calle Vacía,1,494,5,24,14,sobredosis,,True,2025-11-16 22:46:00+00:00
a811a0f1-7356-4f5d-9696-232b5330a54c,7cf6abf1-4ece-4728-b539-315c5933f50c,Habitación,2,505,2,29,66,enemigos,,True,2024-10-26 00:57:00+00:00
9cda5bc0-e00c-47f4-92a8-081fa263a587,a799463d-2593-46bf-9d71-7521477b1239,Recuerdo,6,332,1,9,35,sobredosis,,True,2025-07-26 18:07:00+00:00
e4e21c7c-2dc1-4c82-97b0-d8c74d8e3a22,72d702f0-6178-45d5-a3b2-0a52b64c58c0,Calle Vacía,1,244,3,24,45,enemigos,,True,2025-07-08 19:27:00+00:00
2855dff4-7465-44e6-8c5f-e942fccd2359,57be1a98-f517-4101-8ca7-05a6245de2f0,Habitación,2,165,5,19,21,enemigos,,True,2026-01-29 01:51:00+00:00
7bdb33b7-f2b1-4368-955b-01cf9dce87d8,167f7f97-3157-442b-bcb1-a23ded9d7f78,Hospital,3,288,0,2,57,caidas,,True,2025-07-29 19:46:00+00:00
875cfeaa-ba14-444f-944d-192d5a09e219,1119eb8c-6329-44eb-91a3-a82f81ab938d,Calle Vacía,1,313,1,24,84,enemigos,,True,2026-08-02 15:33:00+00:00
1c044cf9-33f5-4dc3-83b1-5c8784dbea0f,2dbec0fb-07dc-4e8a-9f67-eb5dafdf092f,Calle Vacía,1,298,1,6,31,caidas,,True,2026-05-16 11:18:00+00:00
da6de522-1742-4b20-b746-bc66b4d8af99,ace9bef7-5036-4418-b890-b0380e958c46,Habitación,2,309,1,24,95,enemigos,,True,2025-10-19 15:52:00+00:00
530e6710-e5ae-412c-9c95-5bde3296d214,78d147e7-aadb-4209-9a4f-03fe252f4b44,Habitación,2,505,3,64,7,,,True,2025-11-01 15:11:00+00:00
825457ae-8f3b-4d7f-a265-69e87b0ade45,9f6a9193-21e1-4914-b0a2-18c1e94ca983,Habitación,2,256,3,74,21,,,True,2026-02-22 00:05:00+00:00
9fb45ebc-0f3f-4aaa-b562-7e1919ad7f98,3d302417-64ef-42dc-be79-f58f574f2522,Habitación,2,286,3,8,32,sobredosis,,True,2026-08-02 00:48:00+00:00
ddce1b29-fa9f-4105-b51d-34ee23fe8ef9,30c4fc5b-dbd7-4e7f-9fba-508380ca7c62,Calle Vacía,1,584,1,69,48,,,True,2026-01-03 01:19:00+00:00
e7c458ed-e67d-4b1d-952e-5ce81c54db25,b6257415-8a0e-4348-9ea7-d4bd27b768cf,Recuerdo,6,518,0,74,4,,,True,2026-07-25 18:57:00+00:00
e2c1b5f8-e630-451c-97e7-efe0541935ae,5c2fac3d-b1e1-4749-a238-3dd4c0ceb878,Calle Vacía,1,454,4,8,49,sobredosis,,True,2026-05-29 16:50:00+00:00
d88a6bf7-887b-4919-95b7-a935dbfaf7d6,3596c305-185b-424a-a705-58c238728d04,Habitación,2,305,3,2,10,abstinencia,,True,2026-02-27 19:24:00+00:00
b9c62e54-d3c8-4a85-9e61-2341be79b9ba,ac66b8bd-1d65-41db-889d-982f67950679,Hospital,3,240,0,25,70,sobredosis,,True,2026-02-26 10:48:00+00:00
cb7f2891-83f9-42ea-b241-a73ee5a17de9,47389ef3-3e72-44f4-8e0f-e47a088d74e1,Hospital,3,479,2,99,91,,,True,2026-01-15 11:50:00+00:00
79b613f0-c482-41d9-85ed-e7b9451d091c,ab7b8b4a-9da6-4fb6-b364-8a3d570d23da,Hospital,3,198,4,58,59,,,True,2025-11-12 17:09:00+00:00
54b55687-a2bf-409f-aea3-ec164cc580f4,50f45f00-ae70-49ff-9925-fcbee11abbab,Habitación,2,372,4,78,41,,,True,2024-04-20 16:34:00+00:00
b40bce93-8396-4771-b435-eb17e081901a,5fdd0214-612e-44d5-a412-2025e4d21057,Habitación,2,588,4,8,41,enemigos,,True,2025-10-09 15:48:00+00:00
b59040d0-a02d-4e71-8888-d97fdbfc8ac5,463617c7-1caa-46a1-8670-589b5e5ef75e,Callejón,4,519,1,16,4,sobredosis,,True,2026-02-04 02:40:00+00:00
80369309-af2f-4697-96f7-5b545a45e697,163cd3d2-8a80-4679-844b-a8860c0daddc,Habitación,2,473,1,19,38,sobredosis,,True,2026-08-03 15:07:00+00:00
71ead54f-480e-464e-9d2b-bebb4bada965,0df08985-00d4-4ead-90d4-7bee3e6f850a,Calle Vacía,1,473,3,80,50,,,True,2026-07-06 23:50:00+00:00
c14e80be-c872-45a2-b284-c0c7c806e0a3,461255f2-13bc-4c22-af38-79904e2a469b,Calle Vacía,1,144,3,3,68,caidas,,True,2026-06-25 12:09:00+00:00
6287281f-522b-4c79-b410-43dcfaa0aaef,de22fabb-2bbc-4f24-b036-83c7bff791c7,Recuerdo,6,550,4,4,95,abstinencia,,True,2026-04-24 11:19:00+00:00
7a9a08c4-7a5d-4628-aad5-7c2d458e32eb,e69baf52-6a9b-4c86-b32b-27fbde6573f7,Calle Vacía,1,113,3,28,25,enemigos,,True,2025-03-30 22:17:00+00:00
d6f97e75-e453-4b9b-9464-3916a0edba04,3df0a47c-646a-4356-bc4d-ec8632b8efe4,Habitación,2,384,3,14,5,enemigos,,True,2025-02-14 00:29:00+00:00
f8b4e93f-fa75-4889-b524-c96d104d29b9,a0c13d80-878e-4401-85da-708a11f25a4d,Calle Vacía,1,354,0,69,74,,,True,2025-04-13 11:01:00+00:00
cd0ec0cd-34b5-4c60-99e6-bba1384d431e,e48650d5-6f78-4519-aa73-7aa6a84df84c,Habitación,2,168,5,46,46,,,True,2025-11-01 21:17:00+00:00
f61ff0e6-4540-415d-aa4d-5575db1acde3,372c5e07-45fd-4772-98b4-a6cbe055f7c1,Habitación,2,152,3,12,64,caidas,,True,2025-09-16 19:20:00+00:00
878a769d-2fec-45e5-a326-51d0cbd4d08e,435885fc-9759-4449-9b7d-fee8fb214ceb,Habitación,2,539,1,97,11,,,True,2026-03-29 00:05:00+00:00
a9a43a59-c6ef-47e0-8f8b-b36cd6fd2b04,e8c7cbea-b0c9-4ac8-8897-e6b0b9ba00b8,Habitación,2,147,5,16,75,abstinencia,,True,2026-03-28 19:37:00+00:00
f9319933-3a41-416d-bb78-e6e337910dbd,711689e1-6d32-4703-bd84-3a829b998849,Hospital,3,365,4,41,96,,,True,2026-01-06 23:51:00+00:00
417b4f3a-fbce-44f0-a4a0-5ccb465bfdda,d5e23072-f835-4c10-a7c8-b3571ecc12e0,Habitación,2,338,3,55,14,,,True,2025-11-11 20:36:00+00:00
bc2c7d5a-bed9-4577-bd7e-220b0d024876,840c710b-0694-4f36-9c9e-0203010f3b70,Calle Vacía,1,354,3,27,72,sobredosis,,True,2026-05-19 01:24:00+00:00
71f29156-eb69-41b2-b347-66d059dd8395,cf8724b7-6e31-4608-a5af-29c962ec5450,Habitación,2,256,0,28,79,abstinencia,,True,2025-09-14 22:46:00+00:00
043ae7be-db48-4753-83e4-e3ab1ae98904,d248cf24-20a7-4e98-a76d-b7ef9f280213,Habitación,2,302,2,86,96,,,True,2025-07-08 22:01:00+00:00
16f4a44f-2921-42d6-aaec-b2faf6ac2e95,41f67389-8b60-4c40-96b0-77215e47ef5f,Recuerdo,6,197,1,14,16,colapso,,True,2026-02-08 20:06:00+00:00
9a5e33c7-caa3-45dd-ac73-8e51d1dc5963,825a5350-7013-4e50-a033-e4fcb616cd5d,Calle Vacía,1,499,2,40,41,,,True,2024-12-12 21:40:00+00:00
0e8b6991-d57b-4cea-81c9-490f1270683d,b19fce55-b253-4f0c-8d3d-66a02e0b7221,Calle Vacía,1,451,2,19,67,colapso,,True,2025-08-24 20:14:00+00:00
07f58280-906a-44f2-b464-eaf7c23047dc,78af365b-7f42-4d26-b27f-f598ee6eb938,Habitación,2,570,1,22,87,sobredosis,,True,2026-01-17 10:32:00+00:00
1f062c7b-b998-475f-9985-33ec99719de7,66cc9e5d-0f6e-4fd1-b44f-2225b3ecbd0b,Refugio,5,227,3,12,73,caidas,,True,2025-01-25 23:36:00+00:00
65ef0652-ce67-4e42-abca-fe15d67f5ef5,4721283e-573e-4b41-80b5-c644a6861a93,Recuerdo,6,235,3,57,32,,,True,2025-09-27 12:08:00+00:00
5fc7150e-2587-418b-b723-819a3fd5fc4d,1739f519-c998-4ff1-9319-327a36af1e79,Calle Vacía,1,536,5,92,27,,,True,2026-07-31 22:33:00+00:00
a57e7b15-d54b-4272-a393-292b13785725,c769a9b5-3525-4dfe-9544-5211bfaa5c55,Recuerdo,6,426,2,24,79,caidas,,True,2025-12-17 00:00:00+00:00
36deeb9c-30fa-4768-996e-cb8834bccca0,e179d13c-268a-44bb-b794-2f96ce2cf7bf,Calle Vacía,1,247,2,86,42,,,True,2026-08-06 22:00:00+00:00
e857d94b-2e89-441e-a164-44c9aea9648e,3e3871bf-1d22-4584-a348-494dba43cfe9,Calle Vacía,1,487,3,48,53,,,True,2025-12-19 21:27:00+00:00
e07c9da6-ed56-4227-a581-573e1621af93,754a67a8-29f8-46a2-8d0a-5ccbc2e3e5cc,Callejón,4,536,0,28,25,enemigos,,True,2026-08-01 12:35:00+00:00
6c3d38c0-7aba-4576-aed3-0c0572c320bb,26baa290-8df2-4719-837a-92541ff7a960,Calle Vacía,1,256,4,3,2,caidas,,True,2025-11-14 13:35:00+00:00
9b6e5bb1-d039-450e-9a1a-a71375bae9bf,3642b1ed-422f-4954-94c0-a79b82f76897,Hospital,3,270,5,15,49,enemigos,,True,2025-12-31 18:13:00+00:00
59a4fde2-4f6d-47f6-b701-7a3530d50a6b,13063e6c-352a-41dc-8af1-255bc84b4e52,Hospital,3,153,0,51,1,,,True,2025-04-14 23:51:00+00:00
2ec0b6a5-cb85-4277-ae49-908365f6f7e3,aaccd291-da94-4bac-92d1-ab5ce1986aa9,Habitación,2,511,0,8,30,sobredosis,,True,2025-07-20 21:45:00+00:00
7aa52347-6616-4399-845e-2c6b9f95cb2f,8fdffe00-4e56-4c4c-b093-4e3e3811d045,Recuerdo,6,595,0,21,21,abstinencia,,True,2026-06-06 12:02:00+00:00
531e300e-1dbb-493e-be83-7ed56b87298b,256d5fef-7940-4e66-84a8-02ab7df1898b,Calle Vacía,1,307,5,16,95,sobredosis,,True,2026-04-30 19:00:00+00:00
6c2747d0-208f-43de-bebf-c738066fc51e,cba32ccd-92f6-4998-8105-71346898f256,Calle Vacía,1,431,3,84,27,,,True,2025-02-08 17:11:00+00:00
